,type,latitude,longitude
128055,Rodent Activity,42.2994,-71.0594
128182,Rodent Activity,42.3132,-71.0579
128221,Rodent Activity,42.3669,-71.033
128340,Pest Infestation - Residential,42.3363,-71.0373
128434,Pest Infestation - Residential,42.2901,-71.0738
128436,Pest Infestation - Residential,42.2901,-71.0738
128445,Rodent Activity,42.2969,-71.1153
128504,Pest Infestation - Residential,42.2903,-71.0734
128604,Rodent Activity,42.3468,-71.1378
128636,Rodent Activity,42.3066,-71.072
128683,Pest Infestation - Residential,42.3602,-71.1447
128753,Rodent Activity,42.3594,-71.0587
128776,Rodent Activity,42.3594,-71.0587
128871,Rodent Activity,42.3427,-71.0703
128883,Pest Infestation - Residential,42.3093,-71.0643
128884,Pest Infestation - Residential,42.3499,-71.1729
128913,Pest Infestation - Residential,42.3506,-71.06
129003,Rodent Activity,42.3346,-71.0348
129023,Rodent Activity,42.3157,-71.1032
129104,Rodent Activity,42.385,-71.017
129161,Rodent Activity,42.3616,-71.0532
129273,Rodent Activity,42.2659,-71.1203
129280,Rodent Activity,42.3795,-71.0304
129284,Rodent Activity,42.3155,-71.0814
129317,Rodent Activity,42.3157,-71.1032
129344,Pest Infestation - Residential,42.2949,-71.0587
129447,Rodent Activity,42.3531,-71.1375
129449,Pest Infestation - Residential,42.3147,-71.0713
129487,Pest Infestation - Residential,42.3154,-71.0995
129507,Rodent Activity,42.335,-71.0755
129519,Rodent Activity,42.3594,-71.0587
129587,Rodent Activity,42.294,-71.0577
129588,Pest Infestation - Residential,42.3169,-71.1063
129782,Rodent Activity,42.3426,-71.0702
129787,Pest Infestation - Residential,42.3074,-71.0639
129791,Rodent Activity,42.3378,-71.0402
129824,Pest Infestation - Residential,42.3067,-71.0723
129829,Rodent Activity,42.3594,-71.0587
129935,Rodent Activity,42.2966,-71.0879
129977,Rodent Activity,42.3464,-71.0792
130109,Rodent Activity,42.3346,-71.0384
130140,Rodent Activity,42.3594,-71.0587
130269,Pest Infestation - Residential,42.2901,-71.0738
130278,Rodent Activity,42.2638,-71.1175
130313,Rodent Activity,42.3497,-71.0677
130343,Rodent Activity,42.3539,-71.0771
130393,Rodent Activity,42.3505,-71.0662
130399,Bed Bugs,42.3433,-71.0904
130444,Rodent Activity,42.3173,-71.0987
130449,Pest Infestation - Residential,42.311,-71.055
130454,Pest Infestation - Residential,42.3112,-71.0557
130490,Rodent Activity,42.2901,-71.0738
130516,Rodent Activity,42.2901,-71.0738
130561,Rodent Activity,42.3213,-71.056
130597,Pest Infestation - Residential,42.3488,-71.1611
130601,Rodent Activity,42.2967,-71.0716
130634,Rodent Activity,42.3211,-71.0784
130639,Pest Infestation - Residential,42.3204,-71.1107
130666,Rodent Activity,42.2818,-71.0969
130684,Rodent Activity,42.3599,-71.0631
130714,Rodent Activity,42.3079,-71.1139
130734,Pest Infestation - Residential,42.3111,-71.0607
130783,Rodent Activity,42.3422,-71.0968
130903,Rodent Activity,42.3444,-71.1389
130917,Rodent Activity,42.3411,-71.0829
130973,Rodent Activity,42.2912,-71.0658
130994,Rodent Activity,42.3752,-71.0347
131018,Pest Infestation - Residential,42.3132,-71.0579
131050,Rodent Activity,42.3647,-71.0543
131094,Bed Bugs,42.3284,-71.0533
131124,Pest Infestation - Residential,42.3526,-71.1262
131203,Rodent Activity,42.3115,-71.0543
131278,Rodent Activity,42.2966,-71.0879
131314,Rodent Activity,42.2978,-71.0842
131460,Rodent Activity,42.3443,-71.0698
131514,Rodent Activity,42.2896,-71.0762
131518,Rodent Activity,42.366,-71.0565
131548,Rodent Activity,42.3218,-71.0586
131587,Rodent Activity,42.3211,-71.0783
131596,Rodent Activity,42.317,-71.0573
131664,Rodent Activity,42.315,-71.065
131673,Pest Infestation - Residential,42.315,-71.065
131675,Pest Infestation - Residential,42.3323,-71.0999
131721,Rodent Activity,42.3364,-71.0343
131829,Rodent Activity,42.3171,-71.0985
131833,Rodent Activity,42.3158,-71.1029
131903,Rodent Activity,42.3422,-71.0968
131955,Pest Infestation - Residential,42.2652,-71.1121
131969,Rodent Activity,42.2652,-71.1121
131977,Rodent Activity,42.3346,-71.0348
132088,Rodent Activity,42.2865,-71.0835
132167,Rodent Activity,42.3594,-71.0587
132210,Rodent Activity,42.3594,-71.0587
132256,Rodent Activity,42.3446,-71.0803
132257,Rodent Activity,42.353,-71.1359
132258,Rodent Activity,42.353,-71.1359
132303,Rodent Activity,42.2926,-71.1681
132410,Bed Bugs,42.3256,-71.0882
132595,Rodent Activity,42.3594,-71.0587
132724,Rodent Activity,42.3376,-71.0319
132730,Pest Infestation - Residential,42.3597,-71.0634
132738,Pest Infestation - Residential,42.3413,-71.0832
132742,Rodent Activity,42.3594,-71.0587
132749,Rodent Activity,42.3185,-71.0551
132784,Rodent Activity,42.3812,-71.0714
132813,Pest Infestation - Residential,42.2874,-71.1274
132833,Rodent Activity,42.3649,-71.0575
132841,Rodent Activity,42.3472,-71.0739
132870,Rodent Activity,42.3594,-71.0587
132873,Rodent Activity,42.3377,-71.0402
132912,Pest Infestation - Residential,42.3128,-71.0534
132916,Pest Infestation - Residential,42.3639,-71.0555
133123,Rodent Activity,42.3884,-71.0032
133214,Rodent Activity,42.3297,-71.092
133239,Pest Infestation - Residential,42.3369,-71.0779
133243,Rodent Activity,42.2966,-71.0479
133251,Pest Infestation - Residential,42.3119,-71.0537
133255,Rodent Activity,42.3192,-71.0634
133258,Pest Infestation - Residential,42.3132,-71.0579
133261,Rodent Activity,42.3426,-71.0781
133300,Rodent Activity,42.3668,-71.0561
133315,Pest Infestation - Residential,42.3146,-71.0992
133380,Rodent Activity,42.3884,-71.0032
133393,Bed Bugs,42.3095,-71.085
133446,Pest Infestation - Residential,42.3113,-71.0867
133488,Rodent Activity,42.3262,-71.0757
133506,Rodent Activity,42.3812,-71.0714
133669,Rodent Activity,42.2992,-71.0714
133717,Rodent Activity,42.3425,-71.0725
133724,Rodent Activity,42.3436,-71.0733
133735,Rodent Activity,42.3226,-71.103
133784,Rodent Activity,42.3422,-71.0968
133801,Rodent Activity,42.3644,-71.0532
133822,Rodent Activity,42.3496,-71.0952
133823,Rodent Activity,42.3526,-71.131
133848,Pest Infestation - Residential,42.3369,-71.0779
133932,Bed Bugs,42.3261,-71.1031
133961,Rodent Activity,42.2811,-71.0678
134100,Bed Bugs,42.3614,-71.0527
134215,Rodent Activity,42.2914,-71.0611
134231,Pest Infestation - Residential,42.3465,-71.1517
134295,Rodent Activity,42.3359,-71.0753
134330,Bed Bugs,42.3429,-71.082
134425,Pest Infestation - Residential,42.2914,-71.0611
134476,Rodent Activity,42.3095,-71.1059
134564,Rodent Activity,42.3649,-71.0302
134664,Bed Bugs,42.2451,-71.1346
134687,Pest Infestation - Residential,42.3649,-71.0302
134689,Rodent Activity,42.3369,-71.0779
134756,Rodent Activity,42.2929,-71.0544
134783,Rodent Activity,42.3215,-71.0561
134841,Pest Infestation - Residential,42.3438,-71.0981
134855,Rodent Activity,42.3398,-71.0805
134882,Rodent Activity,42.3246,-71.1064
134951,Rodent Activity,42.2336,-71.1322
134955,Pest Infestation - Residential,42.3825,-71.04
134984,Bed Bugs,42.3174,-71.0611
134990,Rodent Activity,42.3379,-71.0694
135010,Rodent Activity,42.3426,-71.0781
135059,Rodent Activity,42.3506,-71.0689
135152,Pest Infestation - Residential,42.3515,-71.1689
135159,Rodent Activity,42.3646,-71.0572
135180,Rodent Activity,42.3504,-71.087
135185,Rodent Activity,42.3159,-71.1175
135209,Rodent Activity,42.3089,-71.0463
135267,Bed Bugs,42.3762,-71.0321
135394,Rodent Activity,42.3537,-71.1451
135417,Rodent Activity,42.2905,-71.0632
135543,Rodent Activity,42.349,-71.1382
135560,Bed Bugs,42.3614,-71.0527
135563,Rodent Activity,42.349,-71.1382
135583,Rodent Activity,42.2676,-71.1199
135591,Rodent Activity,42.311,-71.1051
135603,Rodent Activity,42.3229,-71.092
135663,Rodent Activity,42.2817,-71.0956
135707,Rat Bite,42.2801,-71.0962
135764,Bed Bugs,42.3614,-71.0527
135791,Rodent Activity,42.2896,-71.0762
135836,Pest Infestation - Residential,42.3482,-71.0631
135845,Pest Infestation - Residential,42.2861,-71.0704
135958,Rodent Activity,42.316,-71.0985
136067,Pest Infestation - Residential,42.355,-71.0753
136131,Rodent Activity,42.3405,-71.1473
136133,Rodent Activity,42.3412,-71.1472
136174,Rodent Activity,42.3828,-71.0792
136193,Rodent Activity,42.315,-71.0966
136194,Pest Infestation - Residential,42.2654,-71.1122
136196,Pest Infestation - Residential,42.2652,-71.1121
136212,Rodent Activity,42.364,-71.0554
136221,Rodent Activity,42.3594,-71.0587
136254,Rodent Activity,42.3594,-71.0587
136328,Pest Infestation - Residential,42.2335,-71.1316
136357,Pest Infestation - Residential,42.2808,-71.079
136409,Rodent Activity,42.3103,-71.0669
136411,Rodent Activity,42.3511,-71.1358
136414,Rodent Activity,42.3508,-71.1356
136417,Rodent Activity,42.3505,-71.1357
136420,Rodent Activity,42.3504,-71.1355
136425,Rodent Activity,42.3507,-71.1354
136532,Rodent Activity,42.2954,-71.0832
136535,Rodent Activity,42.2938,-71.0549
136573,Rodent Activity,42.3234,-71.1133
136607,Rodent Activity,42.3332,-71.0492
136662,Rodent Activity,42.3594,-71.0587
136665,Pest Infestation - Residential,42.3369,-71.0779
136673,Rodent Activity,42.2808,-71.1661
136739,Rodent Activity,42.3502,-71.0829
136759,Rodent Activity,42.3457,-71.0864
136762,Rodent Activity,42.3635,-71.0545
136773,Rodent Activity,42.3594,-71.0587
136776,Rodent Activity,42.3594,-71.0587
136785,Rodent Activity,42.3509,-71.0599
136838,Rodent Activity,42.3093,-71.0577
136854,Rodent Activity,42.3663,-71.0549
136889,Rodent Activity,42.3602,-71.1425
136896,Rodent Activity,42.3087,-71.07
136901,Rodent Activity,42.3176,-71.1109
136903,Rodent Activity,42.3121,-71.0536
136906,Rodent Activity,42.3118,-71.0537
136920,Rodent Activity,42.3104,-71.0792
136929,Rodent Activity,42.3104,-71.0793
136934,Rodent Activity,42.3105,-71.0794
136950,Bed Bugs,42.3809,-71.0407
136984,Rodent Activity,42.3818,-71.0707
136994,Rodent Activity,42.3103,-71.0794
136995,Rodent Activity,42.3102,-71.0794
137040,Rodent Activity,42.3342,-71.0533
137047,Pest Infestation - Residential,42.3419,-71.0798
137063,Rodent Activity,42.3108,-71.0859
137071,Pest Infestation - Residential,42.3053,-71.0729
137080,Rodent Activity,42.3342,-71.0533
137097,Bed Bugs,42.3439,-71.1445
137109,Rodent Activity,42.278,-71.1196
137132,Rodent Activity,42.2999,-71.0707
137139,Rodent Activity,42.35,-71.0582
137183,Rodent Activity,42.2948,-71.1587
137241,Rodent Activity,42.2671,-71.1638
137534,Pest Infestation - Residential,42.3458,-71.084
137593,Pest Infestation - Residential,42.3367,-71.0449
137626,Rodent Activity,42.3361,-71.075
137678,Rodent Activity,42.3029,-71.0642
137738,Pest Infestation - Residential,42.2971,-71.1579
137741,Rodent Activity,42.3168,-71.0552
137786,Rodent Activity,42.3386,-71.0488
137837,Pest Infestation - Residential,42.2892,-71.1148
137918,Rodent Activity,42.3585,-71.1316
137922,Rodent Activity,42.3819,-71.0706
137960,Rodent Activity,42.3169,-71.0558
137961,Rodent Activity,42.3497,-71.0848
138005,Rodent Activity,42.343,-71.0695
138054,Rodent Activity,42.3135,-71.0584
138191,Rodent Activity,42.3594,-71.0587
138224,Rodent Activity,42.3577,-71.0701
138262,Pest Infestation - Residential,42.3154,-71.0995
138264,Pest Infestation - Residential,42.315,-71.0997
138304,Pest Infestation - Residential,42.332,-71.0431
138420,Rodent Activity,42.3316,-71.0832
138522,Bed Bugs,42.3789,-71.0632
138528,Rodent Activity,42.2811,-71.0788
138533,Rodent Activity,42.2818,-71.0716
138545,Rodent Activity,42.2819,-71.0728
138550,Rodent Activity,42.2806,-71.0772
138555,Rodent Activity,42.3504,-71.0869
138601,Rodent Activity,42.316,-71.1026
138642,Rodent Activity,42.3164,-71.1025
138664,Bed Bugs,42.3468,-71.0936
138671,Rodent Activity,42.3544,-71.1479
138771,Rodent Activity,42.3186,-71.0999
138850,Bed Bugs,42.3515,-71.1246
138941,Rodent Activity,42.3261,-71.0723
138946,Rodent Activity,42.3095,-71.0751
138950,Rodent Activity,42.3092,-71.0745
138951,Rodent Activity,42.3093,-71.0746
139018,Rodent Activity,42.3485,-71.1357
139092,Pest Infestation - Residential,42.3206,-71.061
139119,Rodent Activity,42.3582,-71.0656
139141,Bed Bugs,42.3097,-71.0796
139146,Rodent Activity,42.3818,-71.0715
139189,Rodent Activity,42.3594,-71.0587
139191,Pest Infestation - Residential,42.3152,-71.0528
139213,Pest Infestation - Residential,42.3518,-71.1703
139228,Rodent Activity,42.3505,-71.1582
139264,Pest Infestation - Residential,42.3161,-71.0527
139303,Rodent Activity,42.2816,-71.1419
139312,Rodent Activity,42.3594,-71.0587
139340,Rodent Activity,42.3429,-71.0778
139380,Rodent Activity,42.353,-71.0611
139400,Bed Bugs,42.2832,-71.0882
139408,Rodent Activity,42.3497,-71.0831
139411,Rodent Activity,42.3497,-71.0831
139415,Rodent Activity,42.3501,-71.0833
139419,Rodent Activity,42.3524,-71.1539
139429,Rodent Activity,42.3523,-71.1536
139431,Rodent Activity,42.3503,-71.0866
139433,Rodent Activity,42.2901,-71.0731
139436,Rodent Activity,42.2902,-71.0732
139438,Rodent Activity,42.2837,-71.0733
139443,Rodent Activity,42.2861,-71.0702
139447,Rodent Activity,42.2843,-71.0718
139492,Rodent Activity,42.3105,-71.0796
139548,Rodent Activity,42.3398,-71.0776
139577,Pest Infestation - Residential,42.3132,-71.0583
139579,Bed Bugs,42.3616,-71.0527
139595,Rodent Activity,42.3318,-71.0471
139675,Rodent Activity,42.3093,-71.0748
139689,Rodent Activity,42.3647,-71.0543
139749,Rodent Activity,42.3659,-71.0577
139798,Bed Bugs,42.3701,-71.033
139816,Rodent Activity,42.2426,-71.1252
139982,Bed Bugs,42.3024,-71.0685
140127,Rodent Activity,42.3208,-71.1028
140139,Rodent Activity,42.2702,-71.1108
140169,Rodent Activity,42.3776,-71.0618
140204,Rodent Activity,42.3158,-71.0529
140368,Rodent Activity,42.3133,-71.0579
140413,Rodent Activity,42.3549,-71.1489
140546,Rodent Activity,42.3328,-71.0832
140582,Rodent Activity,42.3076,-71.0765
140728,Rodent Activity,42.332,-71.0838
140781,Rodent Activity,42.3093,-71.0746
140793,Rodent Activity,42.3234,-71.1086
140853,Rodent Activity,42.2974,-71.0794
140881,Rodent Activity,42.3522,-71.0751
140893,Rodent Activity,42.3486,-71.0899
140915,Rodent Activity,42.292,-71.0671
140947,Rodent Activity,42.323,-71.0838
141004,Rodent Activity,42.36,-71.0603
141094,Rodent Activity,42.323,-71.084
141097,Rodent Activity,42.3231,-71.0839
141135,Rodent Activity,42.273,-71.1669
141210,Rodent Activity,42.3095,-71.0751
141213,Rodent Activity,42.3094,-71.0749
141217,Rodent Activity,42.3091,-71.0744
141223,Rodent Activity,42.3092,-71.0743
141296,Rodent Activity,42.3443,-71.0697
141331,Rodent Activity,42.2817,-71.1414
141338,Bed Bugs,42.2691,-71.173
141364,Rodent Activity,42.3644,-71.0521
141392,Rodent Activity,42.3641,-71.0549
141394,Rodent Activity,42.3229,-71.0836
141481,Pest Infestation - Residential,42.2817,-71.1414
141607,Pest Infestation - Residential,42.365,-71.0572
141663,Bed Bugs,42.3389,-71.0739
141698,Rodent Activity,42.3447,-71.079
141744,Rodent Activity,42.3226,-71.1094
141796,Pest Infestation - Residential,42.3682,-71.0563
141855,Rodent Activity,42.3229,-71.0834
141877,Rodent Activity,42.3594,-71.0587
141892,Pest Infestation - Residential,42.363,-71.1319
141894,Rodent Activity,42.3231,-71.0839
141895,Rodent Activity,42.3594,-71.0587
141902,Rodent Activity,42.3497,-71.0848
142010,Rodent Activity,42.3094,-71.075
142013,Rodent Activity,42.3488,-71.0863
142023,Rodent Activity,42.3118,-71.0787
142135,Rodent Activity,42.3074,-71.1157
142295,Rodent Activity,42.3594,-71.0587
142338,Rodent Activity,42.2985,-71.1113
142384,Rodent Activity,42.2948,-71.0867
142410,Rodent Activity,42.361,-71.0522
142427,Rodent Activity,42.2948,-71.0867
142495,Rodent Activity,42.3539,-71.0637
142537,Rodent Activity,42.3079,-71.0763
142550,Bed Bugs,42.3489,-71.0859
142584,Rodent Activity,42.3548,-71.1312
142588,Rodent Activity,42.3383,-71.0799
142630,Rodent Activity,42.3647,-71.0572
142662,Rodent Activity,42.3646,-71.0572
142691,Rodent Activity,42.3667,-71.0529
142693,Pest Infestation - Residential,42.3511,-71.1252
142711,Pest Infestation - Residential,42.3587,-71.1401
142720,Rodent Activity,42.3049,-71.1161
142756,Rodent Activity,42.3168,-71.0698
142773,Rodent Activity,42.3352,-71.0458
142799,Rodent Activity,42.2953,-71.0585
142861,Rodent Activity,42.3651,-71.0565
142880,Rodent Activity,42.3497,-71.0848
142892,Rodent Activity,42.3602,-71.0679
142896,Rodent Activity,42.3409,-71.0787
142909,Rodent Activity,42.3142,-71.0751
142990,Rodent Activity,42.3052,-71.1123
143143,Pest Infestation - Residential,42.3486,-71.0501
143206,Rodent Activity,42.305,-71.113
143228,Rodent Activity,42.3435,-71.068
143242,Rodent Activity,42.3462,-71.0796
143288,Pest Infestation - Residential,42.3167,-71.1005
143330,Rodent Activity,42.3595,-71.0588
143347,Rodent Activity,42.3097,-71.0801
143401,Rodent Activity,42.3594,-71.0587
143510,Rodent Activity,42.3364,-71.0371
143645,Pest Infestation - Residential,42.2958,-71.058
143657,Rodent Activity,42.3145,-71.0564
143691,Rodent Activity,42.3496,-71.0848
143739,Rodent Activity,42.3594,-71.0587
143835,Rodent Activity,42.3362,-71.0763
143882,Rodent Activity,42.3362,-71.0818
143929,Rodent Activity,42.3399,-71.0776
143931,Rodent Activity,42.3594,-71.0587
143956,Pest Infestation - Residential,42.3108,-71.0684
143969,Rodent Activity,42.3842,-71.0183
143971,Bed Bugs,42.3731,-71.0378
143985,Rodent Activity,42.297,-71.0876
144007,Rodent Activity,42.3006,-71.0787
144037,Rodent Activity,42.3498,-71.1724
144046,Rodent Activity,42.3498,-71.1724
144049,Rodent Activity,42.3066,-71.0601
144078,Rodent Activity,42.3311,-71.083
144083,Rodent Activity,42.3074,-71.059
144087,Rodent Activity,42.3594,-71.0587
144185,Rodent Activity,42.3466,-71.1515
144187,Bed Bugs,42.3445,-71.1436
144218,Rodent Activity,42.3594,-71.0587
144219,Bed Bugs,42.3459,-71.0945
144231,Bed Bugs,42.3459,-71.0945
144317,Rodent Activity,42.3594,-71.0587
144372,Rodent Activity,42.3226,-71.1094
144418,Rodent Activity,42.2884,-71.0541
144522,Rodent Activity,42.3438,-71.0687
144526,Bed Bugs,42.349,-71.1406
144540,Pest Infestation - Residential,42.3422,-71.0968
144560,Rodent Activity,42.338,-71.0783
144581,Rodent Activity,42.3382,-71.0783
144668,Rodent Activity,42.3393,-71.1528
144671,Rodent Activity,42.3465,-71.1358
144678,Rodent Activity,42.3547,-71.1275
144786,Rodent Activity,42.3228,-71.1031
144813,Rodent Activity,42.2818,-71.0729
144825,Rodent Activity,42.3594,-71.0587
144869,Rodent Activity,42.3374,-71.0401
144872,Rodent Activity,42.2812,-71.0783
144925,Rodent Activity,42.2966,-71.0599
144934,Rodent Activity,42.3463,-71.0719
144943,Rodent Activity,42.3089,-71.0799
144969,Bed Bugs,42.2588,-71.1161
144985,Rodent Activity,42.3042,-71.0608
145047,Rodent Activity,42.317,-71.0898
145050,Rodent Activity,42.3426,-71.0715
145081,Pest Infestation - Residential,42.3085,-71.1165
145082,Rodent Activity,42.3575,-71.0711
145117,Rodent Activity,42.3481,-71.0874
145185,Rat Bite,42.3498,-71.1722
145225,Rodent Activity,42.3497,-71.0846
145227,Rodent Activity,42.3531,-71.1707
145231,Rodent Activity,42.3495,-71.0845
145244,Rodent Activity,42.3594,-71.0587
145247,Pest Infestation - Residential,42.3762,-71.0371
145251,Rodent Activity,42.3361,-71.0373
145268,Pest Infestation - Residential,42.3594,-71.0587
145292,Rodent Activity,42.3662,-71.0582
145295,Rodent Activity,42.3662,-71.058
145409,Pest Infestation - Residential,42.3513,-71.1688
145433,Rodent Activity,42.3483,-71.0612
145434,Rodent Activity,42.3478,-71.0617
145445,Rodent Activity,42.3489,-71.069
145447,Pest Infestation - Residential,42.2847,-71.1661
145451,Rodent Activity,42.3656,-71.068
145456,Pest Infestation - Residential,42.2852,-71.1191
145460,Rodent Activity,42.3594,-71.0587
145509,Rodent Activity,42.3594,-71.0587
145586,Pest Infestation - Residential,42.3503,-71.0571
145628,Rodent Activity,42.3482,-71.0631
145833,Rodent Activity,42.3171,-71.1075
145859,Rodent Activity,42.3125,-71.0571
145898,Rodent Activity,42.3176,-71.0736
145921,Rodent Activity,42.2971,-71.1159
145946,Rodent Activity,42.3546,-71.1311
145950,Rodent Activity,42.3546,-71.1309
145955,Rodent Activity,42.3101,-71.0804
145960,Rodent Activity,42.308,-71.0764
145962,Rodent Activity,42.3101,-71.0802
146001,Rodent Activity,42.3537,-71.1451
146033,Rodent Activity,42.3025,-71.1146
146111,Pest Infestation - Residential,42.3797,-71.0326
146213,Rodent Activity,42.3429,-71.0871
146216,Pest Infestation - Residential,42.3113,-71.0553
146249,Pest Infestation - Residential,42.3113,-71.0553
146312,Rodent Activity,42.3358,-71.0747
146326,Rodent Activity,42.3344,-71.0341
146386,Rodent Activity,42.3524,-71.14
146389,Rodent Activity,42.3491,-71.1361
146578,Rodent Activity,42.3594,-71.0587
146666,Rodent Activity,42.2666,-71.1206
146673,Bed Bugs,42.3465,-71.1356
146688,Rodent Activity,42.297,-71.0876
146807,Rat Bite,42.3306,-71.0838
146862,Bed Bugs,42.2616,-71.112
146869,Rodent Activity,42.2861,-71.1618
146890,Rodent Activity,42.3834,-71.0703
146894,Rodent Activity,42.3786,-71.0389
146984,Rodent Activity,42.3537,-71.0765
147003,Pest Infestation - Residential,42.3669,-71.0562
147032,Rodent Activity,42.3527,-71.1373
147151,Rodent Activity,42.3228,-71.1022
147168,Rodent Activity,42.3498,-71.1724
147188,Rodent Activity,42.3446,-71.0803
147203,Rodent Activity,42.3226,-71.1027
147265,Pest Infestation - Residential,42.3439,-71.1435
147311,Bed Bugs,42.3006,-71.0787
147334,Rodent Activity,42.3667,-71.0529
147354,Rodent Activity,42.3668,-71.0529
147426,Rodent Activity,42.309,-71.1266
147449,Rodent Activity,42.3203,-71.0729
147498,Bed Bugs,42.3307,-71.1118
147505,Rodent Activity,42.3594,-71.0587
147522,Rodent Activity,42.3594,-71.0587
147527,Bed Bugs,42.358,-71.1277
147629,Rodent Activity,42.3028,-71.0587
147762,Rodent Activity,42.2807,-71.1186
147826,Rodent Activity,42.3185,-71.0551
147902,Rodent Activity,42.2993,-71.0754
147940,Pest Infestation - Residential,42.3333,-71.0426
147955,Rodent Activity,42.3594,-71.0587
147992,Rodent Activity,42.3587,-71.0652
148059,Pest Infestation - Residential,42.2914,-71.0614
148135,Rodent Activity,42.3045,-71.1103
148139,Rodent Activity,42.3667,-71.0529
148182,Pest Infestation - Residential,42.293,-71.0553
148228,Rodent Activity,42.2414,-71.1242
148307,Rodent Activity,42.3435,-71.0681
148364,Rodent Activity,42.3594,-71.0587
148381,Pest Infestation - Residential,42.3242,-71.0731
148398,Rodent Activity,42.36,-71.1251
148733,Pest Infestation - Residential,42.3518,-71.1703
148749,Rodent Activity,42.3594,-71.0587
148774,Pest Infestation - Residential,42.3133,-71.0787
148826,Pest Infestation - Residential,42.2998,-71.069
148944,Rodent Activity,42.2976,-71.0571
148956,Rodent Activity,42.3804,-71.0352
148975,Rodent Activity,42.3804,-71.0359
149037,Rodent Activity,42.3594,-71.0587
149065,Rodent Activity,42.3466,-71.1043
149113,Rodent Activity,42.3641,-71.053
149122,Rodent Activity,42.3328,-71.0826
149212,Rodent Activity,42.348,-71.0876
149229,Rodent Activity,42.3447,-71.1416
149250,Rodent Activity,42.3454,-71.1412
149251,Rodent Activity,42.3453,-71.1413
149252,Rodent Activity,42.3451,-71.1414
149256,Rodent Activity,42.345,-71.1415
149257,Rodent Activity,42.3449,-71.1416
149269,Pest Infestation - Residential,42.3784,-71.0331
149305,Rodent Activity,42.3226,-71.1094
149623,Rodent Activity,42.3594,-71.0587
149633,Rodent Activity,42.3036,-71.072
149691,Rodent Activity,42.384,-71.0747
149768,Rodent Activity,42.3594,-71.0587
149773,Pest Infestation - Residential,42.35,-71.0869
149878,Rodent Activity,42.3436,-71.0714
149889,Pest Infestation - Residential,42.3486,-71.0898
149933,Rodent Activity,42.3854,-71.0012
149946,Rodent Activity,42.3853,-71.0011
149980,Rodent Activity,42.3127,-71.0798
149989,Pest Infestation - Residential,42.3794,-71.0589
150031,Pest Infestation - Residential,42.2862,-71.0445
150036,Rodent Activity,42.2998,-71.0743
150053,Rodent Activity,42.2444,-71.1204
150064,Bed Bugs,42.2739,-71.1071
150235,Rodent Activity,42.3485,-71.0963
150237,Rodent Activity,42.3492,-71.0848
150238,Rodent Activity,42.3492,-71.0849
150243,Rodent Activity,42.3491,-71.085
150313,Rodent Activity,42.295,-71.0836
150360,Bed Bugs,42.3172,-71.0892
150411,Rodent Activity,42.313,-71.0551
150565,Rodent Activity,42.3441,-71.0796
150576,Rodent Activity,42.361,-71.1449
150581,Rodent Activity,42.3434,-71.0682
150590,Rodent Activity,42.3594,-71.0587
150614,Rodent Activity,42.3594,-71.0587
150625,Rodent Activity,42.3452,-71.072
150649,Rodent Activity,42.3376,-71.0841
150692,Rodent Activity,42.3801,-71.0388
150819,Pest Infestation - Residential,42.3631,-71.0641
150898,Bed Bugs,42.3583,-71.1333
150909,Rodent Activity,42.3172,-71.0891
150913,Pest Infestation - Residential,42.2803,-71.0889
151007,Rodent Activity,42.3486,-71.0898
151009,Rodent Activity,42.3594,-71.0587
151016,Rodent Activity,42.3604,-71.0631
151020,Rodent Activity,42.3585,-71.1316
151116,Rodent Activity,42.2906,-71.1275
151220,Rodent Activity,42.2894,-71.0846
151259,Rodent Activity,42.2817,-71.1576
151438,Rodent Activity,42.3513,-71.0787
151571,Rodent Activity,42.2976,-71.0571
151574,Rodent Activity,42.3028,-71.0586
151586,Rodent Activity,42.3227,-71.1027
151727,Rodent Activity,42.3452,-71.0807
151748,Pest Infestation - Residential,42.2974,-71.0583
151756,Rodent Activity,42.3594,-71.0587
151801,Rodent Activity,42.3851,-71.0019
151819,Pest Infestation - Residential,42.2807,-71.1186
151866,Bed Bugs,42.2935,-71.0721
151942,Rodent Activity,42.346,-71.1043
151943,Rodent Activity,42.3464,-71.104
151944,Rodent Activity,42.3594,-71.0587
152041,Rodent Activity,42.3134,-71.107
152049,Pest Infestation - Residential,42.3594,-71.0587
152074,Rodent Activity,42.3483,-71.0612
152111,Rodent Activity,42.3594,-71.0587
152112,Rodent Activity,42.3594,-71.0587
152115,Pest Infestation - Residential,42.3037,-71.0654
152188,Rodent Activity,42.3466,-71.1064
152230,Rodent Activity,42.3365,-71.0256
152285,Rodent Activity,42.3332,-71.0743
152287,Pest Infestation - Residential,42.3297,-71.0938
152447,Pest Infestation - Residential,42.3814,-71.0707
152464,Pest Infestation - Residential,42.3323,-71.1111
152509,Rodent Activity,42.3887,-71.0055
152607,Pest Infestation - Residential,42.3266,-71.0847
152636,Pest Infestation - Residential,42.3485,-71.0679
152645,Rodent Activity,42.3169,-71.0991
152769,Rodent Activity,42.317,-71.0994
152880,Rodent Activity,42.3517,-71.0759
153009,Rodent Activity,42.2961,-71.0812
153055,Rodent Activity,42.2846,-71.1659
153056,Rodent Activity,42.2846,-71.1659
153091,Pest Infestation - Residential,42.3133,-71.0787
153115,Pest Infestation - Residential,42.3464,-71.0984
